,Date,Low,Open,Volume,High,Close,Adjusted Close
86,6/5/70,0.946180582,0.946180582,1166400,0.961805582,0.961805582,0.322261631
87,7/5/70,0.965277791,0.965277791,1137600,0.979166687,0.975694418,0.326915145
88,8/5/70,0.954861104,0.975694418,921600,0.982638896,0.961805582,0.322261631
89,11/5/70,0.9375,0.948784709,705600,0.948784709,0.9375,0.31411764
90,12/5/70,0.935763896,0.9375,763200,0.961805582,0.944444418,0.316444546
91,13-05-1970,0.935763896,0.940972209,360000,0.940972209,0.938368082,0.314408451
92,14-05-1970,0.916666687,0.938368082,1094400,0.939236104,0.928819418,0.31120941
93,15-05-1970,0.9375,0.9375,676800,0.972222209,0.972222209,0.325751722
94,18-05-1970,0.984375,1.010416627,561600,1.010416627,0.984375,0.329823524
95,19-05-1970,0.932291687,0.984375,657600,0.989583313,0.932291687,0.312372446
96,20-05-1970,0.919270813,0.932291687,542400,0.9375,0.919270813,0.308009863
97,21-05-1970,0.8671875,0.90625,1881600,0.90625,0.885416687,0.296666801
98,22-05-1970,0.854166687,0.885416687,777600,0.901041687,0.880208313,0.29547897
99,25-05-1970,0.817708313,0.875,1718400,0.875,0.817708313,0.274498194
100,26-05-1970,0.776041687,0.817708313,1536000,0.822916687,0.778645813,0.261385441
101,27-05-1970,0.802083313,0.802083313,2001600,0.838541687,0.838541687,0.281491965
102,28-05-1970,0.828125,0.838541687,3168000,0.859375,0.854166687,0.286736995
103,29-05-1970,0.84375,0.854166687,1872000,0.90625,0.90625,0.304220945
104,1/6/70,0.901041687,0.90625,1555200,0.9375,0.9375,0.314711332
105,2/6/70,0.911458313,0.9375,1190400,0.947916687,0.927083313,0.311214358
106,3/6/70,0.919270813,0.927083313,1185600,0.966145813,0.966145813,0.324327469
107,4/6/70,0.958333313,0.966145813,1948800,0.997395813,0.958333313,0.321704894
108,5/6/70,0.9296875,0.958333313,796800,0.958333313,0.934895813,0.313837081
109,8/6/70,0.911458313,0.934895813,523200,0.9453125,0.942708313,0.316459775
110,9/6/70,0.916666687,0.942708313,652800,0.9453125,0.9375,0.314711332
111,10/6/70,0.934895813,0.9375,744000,0.955729187,0.934895813,0.313837081
112,11/6/70,0.927083313,0.934895813,628800,0.955729187,0.953125,0.319956481
113,12/6/70,0.942708313,0.953125,696000,0.958333313,0.953125,0.319956481
114,15-06-1970,0.947916687,0.953125,374400,0.973958313,0.96875,0.325201809
115,16-06-1970,0.979166687,0.979166687,912000,1.057291627,1.041666627,0.349679291
116,17-06-1970,1.005208373,1.041666627,974400,1.041666627,1.020833373,0.34268564
117,18-06-1970,1.010416627,1.020833373,556800,1.041666627,1.041666627,0.349679291
118,19-06-1970,1.020833373,1.041666627,1238400,1.057291627,1.020833373,0.34268564
119,22-06-1970,0.979166687,1.020833373,393600,1.036458373,1.020833373,0.34268564
120,23-06-1970,0.979166687,1.010416627,715200,1.010416627,0.984375,0.33044678
121,24-06-1970,0.958333313,0.984375,532800,0.984375,0.971354187,0.326076061
122,25-06-1970,0.96875,0.971354187,388800,1.0,0.971354187,0.326076061
123,26-06-1970,0.942708313,0.971354187,484800,0.973958313,0.958333313,0.321704894
124,29-06-1970,0.940104187,0.958333313,283200,0.966145813,0.958333313,0.321704894
125,30-06-1970,0.958333313,0.958333313,417600,0.994791687,0.971354187,0.326076061
126,1/7/70,0.958333313,0.971354187,921600,0.973958313,0.973958313,0.326950133
127,2/7/70,0.9609375,0.973958313,216000,0.9765625,0.9609375,0.322579056
128,6/7/70,0.963541687,0.963541687,672000,0.986979187,0.973958313,0.326950133
129,7/7/70,0.9375,0.973958313,916800,0.984375,0.9375,0.314711332
130,8/7/70,0.934895813,0.9375,408000,0.971354187,0.96875,0.325201809
131,9/7/70,0.973958313,0.973958313,427200,1.0,0.979166687,0.328698337
132,10/7/70,0.979166687,0.979166687,336000,1.010416627,1.002604127,0.33656618
133,13-07-1970,0.9921875,1.002604127,403200,1.0234375,0.9921875,0.333069593
134,14-07-1970,0.9765625,0.9921875,552000,1.0,0.989583313,0.332195312
135,15-07-1970,0.9921875,0.9921875,912000,1.010416627,1.0,0.335692018
136,16-07-1970,0.994791687,1.0,763200,1.013020873,0.994791687,0.333943635
137,17-07-1970,1.005208373,1.005208373,849600,1.03125,1.03125,0.346182764
138,20-07-1970,1.03125,1.03125,1224000,1.052083373,1.0390625,0.348805249
139,21-07-1970,1.036458373,1.0390625,1800000,1.049479127,1.036458373,0.347930968
140,22-07-1970,1.03125,1.036458373,1872000,1.044270873,1.03125,0.346182764
141,23-07-1970,1.020833373,1.03125,1804800,1.046875,1.026041627,0.344434232
142,24-07-1970,1.010416627,1.0234375,667200,1.0234375,1.010416627,0.339188665
143,27-07-1970,0.984375,1.0078125,436800,1.0078125,0.984375,0.33044678
144,28-07-1970,0.989583313,0.989583313,772800,1.015625,1.010416627,0.339188665
145,29-07-1970,1.015625,1.015625,326400,1.041666627,1.033854127,0.347056687
146,30-07-1970,1.020833373,1.033854127,542400,1.0390625,1.026041627,0.344434232
147,31-07-1970,1.026041627,1.026041627,484800,1.036458373,1.028645873,0.345308363
148,3/8/70,0.986979187,1.026041627,816000,1.026041627,1.010416627,0.339188665
149,4/8/70,0.989583313,1.005208373,542400,1.005208373,1.0,0.335692018
150,5/8/70,0.984375,1.0,633600,1.010416627,0.986979187,0.331321061
151,6/8/70,0.989583313,0.989583313,470400,1.0,0.9921875,0.333069593
152,7/8/70,0.981770813,0.9921875,811200,1.002604127,0.986979187,0.331321061
153,10/8/70,0.947916687,0.981770813,672000,0.981770813,0.947916687,0.318208098
154,11/8/70,0.9375,0.947916687,849600,0.953125,0.942708313,0.316459775
155,12/8/70,0.9453125,0.9453125,288000,0.958333313,0.9453125,0.317333966
156,13-08-1970,0.90625,0.9453125,1833600,0.9453125,0.921875,0.309466153
157,14-08-1970,0.8984375,0.9140625,998400,0.9140625,0.903645813,0.303346872
158,17-08-1970,0.890625,0.903645813,1108800,0.911458313,0.90625,0.304784119
159,18-08-1970,0.9375,0.9375,753600,0.963541687,0.940104187,0.316169769
160,19-08-1970,0.940104187,0.940104187,624000,0.963541687,0.940104187,0.316169769
161,20-08-1970,0.927083313,0.940104187,816000,0.963541687,0.947916687,0.318797261
162,21-08-1970,0.947916687,0.947916687,1118400,1.0,0.994791687,0.334561974
163,24-08-1970,1.010416627,1.010416627,1036800,1.03125,1.020833373,0.343320072
164,25-08-1970,1.005208373,1.020833373,508800,1.03125,1.03125,0.346823663
165,26-08-1970,1.005208373,1.03125,220800,1.03125,1.010416627,0.339816749
166,27-08-1970,1.005208373,1.010416627,369600,1.015625,1.005208373,0.338065147
167,28-08-1970,0.994791687,1.005208373,1012800,1.020833373,1.020833373,0.343320072
168,31-08-1970,1.013020873,1.020833373,283200,1.026041627,1.013020873,0.340692818
169,1/9/70,1.018229127,1.018229127,446400,1.026041627,1.026041627,0.345071852
170,2/9/70,1.005208373,1.026041627,681600,1.026041627,1.005208373,0.338065147
171,3/9/70,1.005208373,1.005208373,1219200,1.0703125,1.046875,0.35207811
172,4/9/70,1.046875,1.046875,840000,1.072916627,1.072916627,0.360836595
173,8/9/70,1.057291627,1.072916627,672000,1.09375,1.088541627,0.366091549
174,9/9/70,1.096354127,1.096354127,873600,1.125,1.114583373,0.374849617
175,10/9/70,1.072916627,1.1015625,777600,1.1015625,1.1015625,0.370470345
176,11/9/70,1.078125,1.1015625,336000,1.1015625,1.09375,0.367843002
177,14-09-1970,1.065104127,1.09375,820800,1.104166627,1.091145873,0.36696738
178,15-09-1970,1.052083373,1.080729127,609600,1.080729127,1.052083373,0.353830129
179,16-09-1970,1.046875,1.052083373,1046400,1.09375,1.078125,0.362588286
180,17-09-1970,1.072916627,1.078125,729600,1.1015625,1.09375,0.367843002
181,18-09-1970,1.088541627,1.09375,427200,1.104166627,1.098958373,0.369594842
182,21-09-1970,1.080729127,1.098958373,374400,1.098958373,1.083333373,0.364339679
183,22-09-1970,1.041666627,1.072916627,974400,1.072916627,1.065104127,0.358209282
184,23-09-1970,1.065104127,1.065104127,532800,1.098958373,1.067708373,0.359084874
185,24-09-1970,1.0703125,1.0703125,816000,1.104166627,1.09375,0.367843002
186,25-09-1970,1.098958373,1.098958373,1060800,1.119791627,1.114583373,0.374849617
187,28-09-1970,1.072916627,1.114583373,1387200,1.114583373,1.078125,0.362588286
188,29-09-1970,1.0625,1.078125,1185600,1.1015625,1.09375,0.367843002
189,30-09-1970,1.096354127,1.096354127,489600,1.109375,1.098958373,0.369594842
190,1/10/70,1.096354127,1.098958373,268800,1.104166627,1.104166627,0.371346474
191,2/10/70,1.104166627,1.104166627,897600,1.114583373,1.114583373,0.374849617
192,5/10/70,1.114583373,1.114583373,768000,1.145833373,1.145833373,0.385359257
193,6/10/70,1.151041627,1.151041627,672000,1.161458373,1.161458373,0.390614241
194,7/10/70,1.145833373,1.158854127,806400,1.158854127,1.15625,0.38886258
195,8/10/70,1.125,1.151041627,508800,1.151041627,1.130208373,0.380104274
196,9/10/70,1.083333373,1.114583373,508800,1.114583373,1.096354127,0.368718863
197,12/10/70,1.0625,1.091145873,374400,1.091145873,1.091145873,0.36696738
198,13-10-1970,1.078125,1.091145873,763200,1.114583373,1.114583373,0.374849617
199,14-10-1970,1.125,1.125,657600,1.135416627,1.125,0.378352731
200,15-10-1970,1.125,1.125,744000,1.143229127,1.127604127,0.379228741
201,16-10-1970,1.098958373,1.127604127,873600,1.145833373,1.098958373,0.369594842
202,19-10-1970,1.0859375,1.098958373,561600,1.104166627,1.0859375,0.365215391
203,20-10-1970,1.098958373,1.098958373,355200,1.145833373,1.145833373,0.385359257
204,21-10-1970,1.135416627,1.145833373,302400,1.145833373,1.135416627,0.381856114
205,22-10-1970,1.125,1.135416627,748800,1.140625,1.140625,0.383607835
206,23-10-1970,1.138020873,1.140625,398400,1.151041627,1.151041627,0.38711068
207,26-10-1970,1.145833373,1.151041627,484800,1.1640625,1.1640625,0.391490072
208,27-10-1970,1.151041627,1.1640625,499200,1.1640625,1.161458373,0.390614241
209,28-10-1970,1.125,1.153645873,609600,1.153645873,1.153645873,0.387986898
210,29-10-1970,1.145833373,1.153645873,552000,1.1640625,1.15625,0.38886258
211,30-10-1970,1.158854127,1.158854127,475200,1.192708373,1.182291627,0.397621006
212,2/11/70,1.161458373,1.182291627,734400,1.182291627,1.182291627,0.397621006
213,3/11/70,1.171875,1.182291627,283200,1.192708373,1.182291627,0.397621006
214,4/11/70,1.190104127,1.190104127,532800,1.213541627,1.197916627,0.402875811
215,5/11/70,1.197916627,1.197916627,835200,1.244791627,1.234375,0.415137291
216,6/11/70,1.213541627,1.234375,912000,1.234375,1.2265625,0.412509501
217,9/11/70,1.213541627,1.2265625,619200,1.229166627,1.21875,0.409882128
218,10/11/70,1.203125,1.21875,364800,1.223958373,1.213541627,0.408130616
219,11/11/70,1.203125,1.213541627,1051200,1.234375,1.208333373,0.406379014
220,12/11/70,1.1875,1.203125,350400,1.203125,1.192708373,0.40112415
221,13-11-1970,1.182291627,1.192708373,672000,1.192708373,1.184895873,0.398496538
222,16-11-1970,1.166666627,1.184895873,979200,1.1875,1.166666627,0.392919779
223,17-11-1970,1.171875,1.171875,705600,1.1875,1.1796875,0.397304893
224,18-11-1970,1.151041627,1.177083373,796800,1.177083373,1.166666627,0.392919779
225,19-11-1970,1.161458373,1.166666627,518400,1.177083373,1.171875,0.394673705
226,20-11-1970,1.1640625,1.171875,393600,1.177083373,1.177083373,0.396427751
227,23-11-1970,1.166666627,1.177083373,523200,1.182291627,1.166666627,0.392919779
228,24-11-1970,1.171875,1.171875,4348800,1.1875,1.182291627,0.398182184
229,25-11-1970,1.182291627,1.182291627,489600,1.192708373,1.192708373,0.401690304
230,27-11-1970,1.1875,1.192708373,657600,1.229166627,1.229166627,0.41396907
231,30-11-1970,1.221354127,1.229166627,1080000,1.236979127,1.223958373,0.412215054
232,1/12/70,1.203125,1.223958373,465600,1.234375,1.208333373,0.406952649
233,2/12/70,1.208333373,1.208333373,748800,1.2265625,1.221354127,0.411337882
234,3/12/70,1.1875,1.221354127,2827200,1.229166627,1.197916627,0.403444201
235,4/12/70,1.177083373,1.197916627,1920000,1.197916627,1.1875,0.39993608
236,7/12/70,1.166666627,1.1875,892800,1.192708373,1.171875,0.394673705
237,8/12/70,1.15625,1.171875,840000,1.177083373,1.171875,0.394673705
238,9/12/70,1.174479127,1.174479127,2505600,1.1875,1.1796875,0.397304893
239,10/12/70,1.166666627,1.1796875,1003200,1.192708373,1.177083373,0.396427751
240,11/12/70,1.138020873,1.171875,1147200,1.171875,1.140625,0.384149134
241,14-12-1970,1.135416627,1.140625,1857600,1.153645873,1.138020873,0.383272201
242,15-12-1970,1.135416627,1.138020873,528000,1.177083373,1.174479127,0.395550698
243,16-12-1970,1.182291627,1.182291627,955200,1.213541627,1.213541627,0.408706695
244,17-12-1970,1.197916627,1.213541627,1051200,1.213541627,1.203125,0.405198693
245,18-12-1970,1.177083373,1.203125,532800,1.208333373,1.205729127,0.406075537
246,21-12-1970,1.1875,1.205729127,580800,1.208333373,1.192708373,0.401690304
247,22-12-1970,1.161458373,1.192708373,1075200,1.192708373,1.177083373,0.396427751
248,23-12-1970,1.166666627,1.177083373,417600,1.190104127,1.190104127,0.400813133
249,24-12-1970,1.192708373,1.192708373,470400,1.205729127,1.200520873,0.404321492
250,28-12-1970,1.1953125,1.200520873,316800,1.205729127,1.203125,0.405198693
251,29-12-1970,1.200520873,1.203125,374400,1.213541627,1.208333373,0.406952649
252,30-12-1970,1.1875,1.208333373,758400,1.213541627,1.1875,0.39993608
253,31-12-1970,1.171875,1.1875,292800,1.197916627,1.1875,0.39993608
254,4/1/71,1.1796875,1.1875,148800,1.203125,1.192708373,0.401690304
255,5/1/71,1.190104127,1.192708373,403200,1.213541627,1.208333373,0.406952649
256,6/1/71,1.208333373,1.208333373,710400,1.234375,1.229166627,0.41396907
257,7/1/71,1.234375,1.234375,1080000,1.276041627,1.276041627,0.429756045
258,8/1/71,1.28125,1.28125,1089600,1.3125,1.291666627,0.43501842
259,11/1/71,1.296875,1.296875,960000,1.348958373,1.333333373,0.449051112
260,12/1/71,1.317708373,1.333333373,1401600,1.354166627,1.348958373,0.454313546
261,13-01-1971,1.333333373,1.348958373,1968000,1.364583373,1.364583373,0.459575742
262,14-01-1971,1.34375,1.364583373,926400,1.375,1.375,0.463084191
263,15-01-1971,1.348958373,1.369791627,436800,1.369791627,1.3515625,0.45519045
264,18-01-1971,1.260416627,1.341145873,2131200,1.341145873,1.265625,0.426247805
265,19-01-1971,1.25,1.265625,1924800,1.307291627,1.299479127,0.43764919
266,20-01-1971,1.302083373,1.302083373,1555200,1.333333373,1.322916627,0.445542932
267,21-01-1971,1.307291627,1.322916627,288000,1.322916627,1.309895873,0.441157579
268,22-01-1971,1.286458373,1.309895873,864000,1.317708373,1.317708373,0.443788558
269,25-01-1971,1.302083373,1.317708373,1977600,1.3203125,1.307291627,0.440280646
270,26-01-1971,1.328125,1.328125,1017600,1.341145873,1.341145873,0.451682091
271,27-01-1971,1.322916627,1.341145873,705600,1.34375,1.322916627,0.445542932
272,28-01-1971,1.328125,1.328125,1214400,1.34375,1.328125,0.447296858
273,29-01-1971,1.322916627,1.328125,955200,1.34375,1.34375,0.452559501
274,1/2/71,1.333333373,1.34375,585600,1.348958373,1.348958373,0.454313546
275,2/2/71,1.338541627,1.348958373,686400,1.369791627,1.369791627,0.461329699
276,3/2/71,1.361979127,1.369791627,787200,1.401041627,1.395833373,0.470100492
277,4/2/71,1.388020873,1.395833373,724800,1.4140625,1.395833373,0.470100492
278,5/2/71,1.3828125,1.395833373,1176000,1.40625,1.40625,0.473608375
279,8/2/71,1.388020873,1.40625,950400,1.4140625,1.411458373,0.47536239
280,9/2/71,1.395833373,1.411458373,1036800,1.4296875,1.401041627,0.471854419
281,10/2/71,1.395833373,1.401041627,724800,1.484375,1.484375,0.499920011
282,11/2/71,1.447916627,1.473958373,1915200,1.473958373,1.458333373,0.491149753
283,12/2/71,1.432291627,1.455729127,830400,1.455729127,1.4453125,0.486764252
284,16-02-1971,1.432291627,1.4453125,969600,1.450520873,1.442708373,0.485887468
285,17-02-1971,1.432291627,1.4375,691200,1.4375,1.4375,0.484132916
286,18-02-1971,1.440104127,1.440104127,796800,1.447916627,1.447916627,0.487641364
287,19-02-1971,1.401041627,1.442708373,806400,1.442708373,1.40625,0.473608375
288,22-02-1971,1.385416627,1.40625,532800,1.411458373,1.401041627,0.472765386
289,23-02-1971,1.401041627,1.401041627,278400,1.4375,1.4375,0.485068351
290,24-02-1971,1.447916627,1.447916627,240000,1.458333373,1.453125,0.490340799
291,25-02-1971,1.458333373,1.458333373,1065600,1.4765625,1.473958373,0.497370362
292,26-02-1971,1.450520873,1.473958373,427200,1.473958373,1.46875,0.495612949
293,1/3/71,1.458333373,1.46875,187200,1.4765625,1.4765625,0.498249084
294,2/3/71,1.4765625,1.4765625,691200,1.481770873,1.481770873,0.500006616
295,3/3/71,1.46875,1.481770873,388800,1.484375,1.473958373,0.497370362
296,4/3/71,1.473958373,1.473958373,1512000,1.518229127,1.518229127,0.512309015
297,5/3/71,1.541666627,1.541666627,528000,1.5625,1.5625,0.527247965
298,8/3/71,1.536458373,1.5625,811200,1.5625,1.5625,0.527247965
299,9/3/71,1.552083373,1.5625,652800,1.604166627,1.604166627,0.541307747
300,10/3/71,1.625,1.625,2232000,1.677083373,1.666666627,0.562397659
301,11/3/71,1.580729127,1.666666627,1723200,1.666666627,1.583333373,0.534277737
302,12/3/71,1.520833373,1.578125,1353600,1.578125,1.557291627,0.525490582
303,15-03-1971,1.536458373,1.557291627,1718400,1.578125,1.567708373,0.529005229
304,16-03-1971,1.588541627,1.588541627,1526400,1.630208373,1.625,0.548337698
305,17-03-1971,1.614583373,1.625,235200,1.645833373,1.645833373,0.555367947
306,18-03-1971,1.622395873,1.645833373,302400,1.651041627,1.627604127,0.54921639
307,19-03-1971,1.604166627,1.627604127,297600,1.6328125,1.606770873,0.542186916
308,22-03-1971,1.583333373,1.606770873,201600,1.614583373,1.583333373,0.534277737
309,23-03-1971,1.520833373,1.5625,1396800,1.5625,1.536458373,0.518460572
310,24-03-1971,1.541666627,1.541666627,403200,1.557291627,1.541666627,0.520217776
311,25-03-1971,1.515625,1.541666627,542400,1.546875,1.536458373,0.518460572
312,26-03-1971,1.546875,1.546875,417600,1.598958373,1.567708373,0.529005229
313,29-03-1971,1.567708373,1.567708373,268800,1.598958373,1.598958373,0.539550364
314,30-03-1971,1.609375,1.609375,369600,1.630208373,1.6171875,0.545701385
315,31-03-1971,1.598958373,1.6171875,254400,1.625,1.609375,0.543064892
316,1/4/71,1.598958373,1.609375,643200,1.630208373,1.6015625,0.540428936
317,2/4/71,1.59375,1.6015625,307200,1.604166627,1.604166627,0.541307747
318,5/4/71,1.5859375,1.598958373,216000,1.598958373,1.591145873,0.536914051
319,6/4/71,1.583333373,1.591145873,585600,1.609375,1.59375,0.537792802
320,7/4/71,1.59375,1.59375,398400,1.625,1.59375,0.537792802
321,8/4/71,1.572916627,1.583333373,451200,1.583333373,1.583333373,0.534277737
322,12/4/71,1.567708373,1.583333373,2227200,1.598958373,1.59375,0.537792802
323,13-04-1971,1.598958373,1.598958373,1454400,1.609375,1.604166627,0.541307747
324,14-04-1971,1.6015625,1.604166627,571200,1.635416627,1.635416627,0.551853061
325,15-04-1971,1.630208373,1.635416627,523200,1.65625,1.6484375,0.556246221
326,16-04-1971,1.645833373,1.6484375,278400,1.661458373,1.65625,0.558882654
327,19-04-1971,1.658854127,1.658854127,326400,1.666666627,1.6640625,0.561519086
328,20-04-1971,1.65625,1.6640625,566400,1.666666627,1.65625,0.558882654
329,21-04-1971,1.645833373,1.65625,393600,1.661458373,1.651041627,0.557125449
330,22-04-1971,1.630208373,1.651041627,331200,1.65625,1.651041627,0.557125449
331,23-04-1971,1.630208373,1.645833373,254400,1.645833373,1.6328125,0.550974071
332,26-04-1971,1.619791627,1.6328125,220800,1.661458373,1.640625,0.553610384
333,27-04-1971,1.645833373,1.645833373,643200,1.682291627,1.682291627,0.567670107
334,28-04-1971,1.71875,1.71875,873600,1.75,1.723958373,0.581730068
335,29-04-1971,1.729166627,1.729166627,667200,1.760416627,1.734375,0.585244775
336,30-04-1971,1.734375,1.734375,446400,1.760416627,1.760416627,0.594032764
337,3/5/71,1.729166627,1.760416627,1756800,1.760416627,1.731770873,0.584366441
338,4/5/71,1.692708373,1.731770873,811200,1.739583373,1.739583373,0.587002695
339,5/5/71,1.739583373,1.739583373,868800,1.786458373,1.78125,0.601062238
