,date,time,username,tweet,hashtags,cashtags
73,2021-08-20,17:05:52,imbobbelcher,90% of traders (including myself) this past week.   $SPY $SPX $AAPL $GOOG $TSLA $IWM $QQQ $AMC $GME $HOOD $SOS $AMZN $MSFT $FB $NVDA $JPM $JNJ $NEE $ORCL $QCOM $MDT $TXN $MCD $MRK $CVX $COST $AVGO $DHR $T $WMT $ABBV $ACN $WFC $PEP $TMO $LLY $ABT $CHWY $AMD  #webull #DayTrading  https://t.co/ox5z5Gqjrc,"['webull', 'daytrading']","['spy', 'spx', 'aapl', 'goog', 'tsla', 'iwm', 'qqq', 'amc', 'gme', 'hood', 'sos', 'amzn', 'msft', 'fb', 'nvda', 'jpm', 'jnj', 'nee', 'orcl', 'qcom', 'mdt', 'txn', 'mcd', 'mrk', 'cvx', 'cost', 'avgo', 'dhr', 't', 'wmt', 'abbv', 'acn', 'wfc', 'pep', 'tmo', 'lly', 'abt', 'chwy', 'amd']"
74,2021-08-20,16:41:38,travishoward5,$MRNA $PFE $JNJ #covid this is interesting,['covid'],"['mrna', 'pfe', 'jnj']"
75,2021-08-20,16:38:55,highland180,$BTC $ETH $AMZN $AAPL $MRNA $NVAX $TSLA $JNJ $MSFT $AMC,[],"['btc', 'eth', 'amzn', 'aapl', 'mrna', 'nvax', 'tsla', 'jnj', 'msft', 'amc']"
76,2021-08-20,16:27:11,askwarrenbuffet,$JNJ to detail offer on the table as buyout talks begin  https://t.co/Mv3xmUrTi2   $SIGM $EEFT $ANGI $TTMI $ERII $IART $WGRP $FSS,[],"['jnj', 'sigm', 'eeft', 'angi', 'ttmi', 'erii', 'iart', 'wgrp', 'fss']"
77,2021-08-20,16:19:25,raymond10mm,#new high day $nasdaq $es_f $AAPL $FB #daytrading #marketprofile #futures $spx $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f  https://t.co/OWDg7c23zm,"['new', 'daytrading', 'marketprofile', 'futures']","['nasdaq', 'es_f', 'aapl', 'fb', 'spx', 'zb_f', 'nq_f', 'cl_f', 'gc_f', 'amzn', 'xom', 'ibm', 'googl', 'avgo', 'wfm', 'cvs', 'bac', 'td', 'wmt', 'cost', 'wfc', 'jnj', 'ge', 'gs', 'tsla', 'utx', 'jpm', 'dis', 'mcd', 'mo', 'nke', 'tgt', 'rht', 'v', 'gc_f']"
78,2021-08-20,16:07:13,towelietrades,"💉 $SPY $PFE $MRNA $JNJ #COVID ➟  NYC turns into 1984; NYC To Require Vax Card And Proof Of ID For Indoor Activities    Businesses have just over three more weeks before the rules go into effect on September 13, and apply to ever...  https://t.co/sycy8DyohW",['covid'],"['spy', 'pfe', 'mrna', 'jnj']"
79,2021-08-20,16:05:54,towelietrades,"💉 $SPY $PFE $MRNA $JNJ #COVID ➟  NYC To Require Vax Card And Proof Of ID For Indoor Activities    Acceptable forms of vaccination proof include a CDC-issued vaccine card, the New York State Excelsior Pass, or the NYC COVID Safe ...  https://t.co/zEPgSx9hik",['covid'],"['spy', 'pfe', 'mrna', 'jnj']"
80,2021-08-20,15:55:39,teeelazer,"Mrkt mentality:  BTFD! It’s so easy! All we gotta keep buying is whatever’s ⬆️most for the week &amp; month: $msft $spy $se $nflx $ACN $JNJ &amp; short whatever’s⬇️for Week &amp; Month:  $DE $BABA $IWM $XLE $PTON $ZM  ECB &amp; FED’ll spend whatever takes, so every Week &amp; Month trend continues!)",[],"['msft', 'spy', 'se', 'nflx', 'acn', 'jnj', 'de', 'baba', 'iwm', 'xle', 'pton', 'zm']"
81,2021-08-20,15:54:45,eduinversor,No opinan lo mismo los CEO de $PFE $JNJ $AZN...,[],"['pfe', 'jnj', 'azn']"
82,2021-08-20,15:35:15,earningsflyinc,Johnson &amp; Johnson current quarter revenue growth YoY of 7.70% ranked 2664 out of 5562 companies in our database.   👉  https://t.co/USt0IZUlk2 $JNJ  🚀🚀🚀🚀🚀  https://t.co/lT6oXuNGXA,[],['jnj']
83,2021-08-20,15:34:08,insiderfinancex,Top Momentum tickers (unusually high volume) from Smart Money daily recap courtesy of the real-time dashboard from  https://t.co/XFSr9itA5W:  1. $MGI 20.9x 2. $REG 10.1x 3. $JNJ 9.8x 4. $GEO 9.4x 5. $BNGO 7.6x  #OptionsFlow #OptionsTrading #Trading  https://t.co/eFEe9zFgJ5,"['optionsflow', 'optionstrading', 'trading']","['mgi', 'reg', 'jnj', 'geo', 'bngo']"
84,2021-08-20,15:32:33,nao_king510,MyPF+0.62% 調整ムードが和らぎ、三指数上昇。 金利⤴️原油⤵️VIX⤵️ ハイテク株が巻き返し。 Officeの値上げで $MSFT が強い。 ヘルスケアも好調で $JNJ が高値更新。 波乱のあった1週間だったけど、最後は上昇で終わったのでよい休日を迎えられそう。  https://t.co/Z5VSEhkoVQ,[],"['msft', 'jnj']"
85,2021-08-20,15:24:56,newsfilterio,"Hawks, Doves, and Delta Put the Fed in a Policy Pickle $JNJ  https://t.co/zXwWjbvbzm",[],['jnj']
86,2021-08-20,15:17:28,talkmarkets,Psychedelic Drug Patents: All Patents Are Not Created Equal $CMPS $JNJ  https://t.co/rndC29hNTN,[],"['cmps', 'jnj']"
87,2021-08-20,15:10:16,mk03syou0,🇺🇸保有株：前日比＋0.76％📈反発 しっかり上げましたね⤴️⤴️ 持ち株では $JNJ が史上最高値更新しました🥳🥳🥳まだまだいくでー  ようやく土曜日ですね😊 お休みの人もお仕事の人もよい1日となりますように✨✨  おはサンショウウオ🦎 今日もよろしくお願いします✨,[],['jnj']
88,2021-08-20,15:05:52,marketnflash,FDA expected to give full approval to Pfizer’s COVID-19 vaccine on Monday - NYT | $PFE $MRNA $JNJ  https://t.co/xNcCrgfDEk,[],"['pfe', 'mrna', 'jnj']"
89,2021-08-20,15:01:18,danger009mouse,"There are 48 companies in the S&amp;P 500 &amp; NASDAQ 100 that that are Overbought based on RSI today: $A, $ACN, $ADBE, $AEE, $AMCR, $AON, $AWK, $BIO, $BLL, $CB, $CDNS, $CHTR, $COST, $CRL, $CSCO, $D, $DGX, $DHR, $ES, $ETN, $ETR, $EVRG, $EW, $EXC, $GRMN, $IT, $JNJ, $KR, $LLY, $LNT, $MMC,",[],"['a', 'acn', 'adbe', 'aee', 'amcr', 'aon', 'awk', 'bio', 'bll', 'cb', 'cdns', 'chtr', 'cost', 'crl', 'csco', 'd', 'dgx', 'dhr', 'es', 'etn', 'etr', 'evrg', 'ew', 'exc', 'grmn', 'it', 'jnj', 'kr', 'lly', 'lnt', 'mmc']"
90,2021-08-20,15:00:00,thestreet,Who Is Johnson &amp; Johnson's ( $JNJ ) Incoming CEO @joaquinduato?  https://t.co/vnITgIPcgU,[],['jnj']
91,2021-08-20,14:58:01,dclokuwithana,$PFE $BNTX $MRNA $JNJ #COVID19Vaccine 🔥💉  https://t.co/oDCHeTXktC,['covid19vaccine'],"['pfe', 'bntx', 'mrna', 'jnj']"
92,2021-08-20,14:37:18,lmt978,"The healthcare sector continues to lead, with a new weekly closing high breakout in $XLV and many leading stocks in the sector breaking out. $LLY $REGN $A $DHR $ISRG $JNJ $TMO $UNH  https://t.co/wcvjSAporq",[],"['xlv', 'lly', 'regn', 'a', 'dhr', 'isrg', 'jnj', 'tmo', 'unh']"
93,2021-08-20,14:33:54,newsfilterio,Pfizer/BioNTech COVID-19 vaccine set to win full FDA approval on Monday - NYT $PFE $BNTX $MRNA $JNJ  https://t.co/idIrv7SWNL,[],"['pfe', 'bntx', 'mrna', 'jnj']"
94,2021-08-20,14:30:00,biomed_stocks,Which #biotech stocks are you watching next week? $MRNA $NVAX $PSTI $JNJ $NVO #StocksToWatch #watchlist,"['biotech', 'stockstowatch', 'watchlist']","['mrna', 'nvax', 'psti', 'jnj', 'nvo']"
95,2021-08-20,14:27:50,the1onepursuit,@huntdividends $JNJ,[],['jnj']
96,2021-08-20,14:15:32,towelietrades,$SPY $PFE $MRNA $JNJ *FDA AIMING FULL APPROVAL OF PFIZER’S COVID VACCINE MONDAY: NYT  https://t.co/kCr2oINqBv  https://t.co/6ysw5qUk5u #NEWS,['news'],"['spy', 'pfe', 'mrna', 'jnj']"
97,2021-08-20,14:09:41,atfinanzascom,Nueva posición alcista en valor del SP100: $JNJ  https://t.co/reZYjN7aZi  https://t.co/rZ4fD0u2mU,[],['jnj']
98,2021-08-20,14:07:55,passion_fi,@huntdividends Definitely $JNJ it’s 1 of 2 AAA rated companies in the US. And just hit new highs 😉,[],['jnj']
99,2021-08-20,14:04:11,atfinanzascom,Nueva posición alcista en valor del DJIA: $JNJ  https://t.co/reZYjN7aZi  https://t.co/JRA0Sc1sm2,[],['jnj']
100,2021-08-20,13:59:41,options,"#HotOptions Report For End Of Day August 20, 2021 – $NVDA, $AAPL, $TSLA, $MSFT, $BABA, $AMC, $AMD, $PFE, $PLTR, $AMZN, $NIO, $F, $M, $MRNA, $BAC, $AAL, $FB, $MARA, $JNJ, $WISH    https://t.co/YLqyRgFv3z",['hotoptions'],"['nvda', 'aapl', 'tsla', 'msft', 'baba', 'amc', 'amd', 'pfe', 'pltr', 'amzn', 'nio', 'f', 'm', 'mrna', 'bac', 'aal', 'fb', 'mara', 'jnj', 'wish']"
101,2021-08-20,13:36:13,edgarinsider,"Filing Alert, FORM 8-K [Press/News Current Report] available.  $JNJ JOHNSON &amp; JOHNSON   https://t.co/lFpGXN1qNy",[],['jnj']
102,2021-08-20,13:35:29,marcjacksonla,"$DVAX $NVAX $INO Why Dynavax, Novavax, and Inovio Stocks Sank This Week @themotleyfool #stocks $INO $DVAX $JNJ $PFE $NVAX $MRNA $BNTX  https://t.co/LZvkRu7Pjk",['stocks'],"['dvax', 'nvax', 'ino', 'ino', 'dvax', 'jnj', 'pfe', 'nvax', 'mrna', 'bntx']"
103,2021-08-20,13:35:00,ks_signals,"$JNJ SEC Filing 8-K filed: [appointed] In 2009, Mr. Gorsky was appointed Worldwide Chairman of the Surgical Care Group and to the Johnson &amp;..    https://t.co/Tq9QsXfXTk",[],['jnj']
104,2021-08-20,13:34:43,pursuitfinance,@huntdividends Also taking $JNJ,[],['jnj']
105,2021-08-20,13:33:47,quantisnow,"$JNJ 📜 Johnson &amp; Johnson filed SEC Form 8-K: Leadership Update, Financial Statements and Exhibits   https://t.co/XUxbAiNkGe  30 seconds delayed.",[],['jnj']
106,2021-08-20,13:26:25,redacre,Biotech/HC New or revisited 52-Week Highs: $ALKS $ARA $BMY $CBM $CLDX $COO $CRL $DVCR $EW $GEN $ISRG $JNJ $JNP $NVO $REGN $RGEN $RMD $UNH $ZTS,[],"['alks', 'ara', 'bmy', 'cbm', 'cldx', 'coo', 'crl', 'dvcr', 'ew', 'gen', 'isrg', 'jnj', 'jnp', 'nvo', 'regn', 'rgen', 'rmd', 'unh', 'zts']"
107,2021-08-20,13:16:10,huntdividends,❓Scenario- You have to pick only one of these dividend stocks to own for the next 15 years. What are you taking?❓ A. $O B. $JNJ C. $LOW D. $TXN,[],"['o', 'jnj', 'low', 'txn']"
108,2021-08-20,13:13:53,teresatrades,Unusual Options Activity $ATVI $CZR $MSFT $LVS $M $MMAT $AMD $SBSW $FL $GPS $HYZN $EXC $JNJ $AMZN $SONO $KSS $PBF $VNW $FUTU $PFE $SNAP $MARA  https://t.co/Rth0eEmVqf,[],"['atvi', 'czr', 'msft', 'lvs', 'm', 'mmat', 'amd', 'sbsw', 'fl', 'gps', 'hyzn', 'exc', 'jnj', 'amzn', 'sono', 'kss', 'pbf', 'vnw', 'futu', 'pfe', 'snap', 'mara']"
109,2021-08-20,13:13:22,63_hyacinth,Wall Street in Fives - Must Read Lists for Friday $DE $FL $JNJ $TSLA $NVDA $LC $WOOF $ICPT $DUK $OPFI $ENDP $MRNA $AAPL $NVAX $GS $RIDE $AMRS $FATE $HEXO $MUDS $TOPP,[],"['de', 'fl', 'jnj', 'tsla', 'nvda', 'lc', 'woof', 'icpt', 'duk', 'opfi', 'endp', 'mrna', 'aapl', 'nvax', 'gs', 'ride', 'amrs', 'fate', 'hexo', 'muds', 'topp']"
110,2021-08-20,13:12:54,oobwguow6ljt1yb,数日前に仕込んだ $CSCO $TRV が良い動きをして何より👏 そして相変わらず $JNJ $PG は絶好調😄,[],"['csco', 'trv', 'jnj', 'pg']"
111,2021-08-20,13:11:31,teresatrades,Most Active Options $AAPL $NVDA $TSLA $MSFT $AMC $BABA $AMD $PFE $PLTR $AMZN $NIO $M $F $AAL $MRNA $JNJ $MARA $FB $WISH $NFLX $MU $AMAT  https://t.co/ksKpc9sedS,[],"['aapl', 'nvda', 'tsla', 'msft', 'amc', 'baba', 'amd', 'pfe', 'pltr', 'amzn', 'nio', 'm', 'f', 'aal', 'mrna', 'jnj', 'mara', 'fb', 'wish', 'nflx', 'mu', 'amat']"
112,2021-08-20,13:08:41,sbwcws,Wall Street in Fives - Must Read Lists for Friday $DE $FL $JNJ $TSLA $NVDA $LC $WOOF $ICPT $DUK $OPFI $ENDP $MRNA $AAPL $NVAX $GS $RIDE $AMRS $FATE $HEXO $MUDS $TOPP,[],"['de', 'fl', 'jnj', 'tsla', 'nvda', 'lc', 'woof', 'icpt', 'duk', 'opfi', 'endp', 'mrna', 'aapl', 'nvax', 'gs', 'ride', 'amrs', 'fate', 'hexo', 'muds', 'topp']"
113,2021-08-20,13:05:00,alpha_bronze,"Dow rebounds more than 200 points, but closes out a losing week!  $MSFT $AAPL $GOOGL $AMZN $CMCSA $CRM $AMD $MU $QCOM $NVDA $TXN $FB $NFLX $HD $JNJ $PFE $ABBV $LLY $GILD $MRK $AMGN $CVS $TSLA $DIS $PYPL $CSCO $INTC $ORCL $XOM $GS $PG $WMT $SBUX  https://t.co/o0njQSRcfV",[],"['msft', 'aapl', 'googl', 'amzn', 'cmcsa', 'crm', 'amd', 'mu', 'qcom', 'nvda', 'txn', 'fb', 'nflx', 'hd', 'jnj', 'pfe', 'abbv', 'lly', 'gild', 'mrk', 'amgn', 'cvs', 'tsla', 'dis', 'pypl', 'csco', 'intc', 'orcl', 'xom', 'gs', 'pg', 'wmt', 'sbux']"
114,2021-08-20,13:04:32,eriksteiner8,S&amp;P 500 Map at close  @FINVIZ_com  #SP500 #SPX500 #SPX  $MSFT $AAPL $GOOGL $FB $AMZN $DIS $V $TSLA $HD $MA $NFLX $WMT $JNJ $PFE $ABT $PYPL $BAC $JPM $KO $T $ORCL $VZ $MMM  $SPY $UNH $DHR $TMO $MU $CAT $PG $TMO $CVX $NKE $D $CRM $MRK $ABBV $SBUX $XOM $COST $DG $LOW $CSCO $BA $DUK  https://t.co/CqOPijYBUI,"['sp500', 'spx500', 'spx']","['msft', 'aapl', 'googl', 'fb', 'amzn', 'dis', 'v', 'tsla', 'hd', 'ma', 'nflx', 'wmt', 'jnj', 'pfe', 'abt', 'pypl', 'bac', 'jpm', 'ko', 't', 'orcl', 'vz', 'mmm', 'spy', 'unh', 'dhr', 'tmo', 'mu', 'cat', 'pg', 'tmo', 'cvx', 'nke', 'd', 'crm', 'mrk', 'abbv', 'sbux', 'xom', 'cost', 'dg', 'low', 'csco', 'ba', 'duk']"
115,2021-08-20,13:03:06,wallstsnacks,"Bear Forecasts August 20, 2021 12:58:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $JNJ : 0.57 $IGV : 1.16 $CRL : 0.22 $TXRH : 1.39 $QRVO : 0.26 $SBNY : 0.26 $CROX : 0.10 $SPRT : -3.53 $VRTX : 0.27 $KLAC : -1.82",[],"['jnj', 'igv', 'crl', 'txrh', 'qrvo', 'sbny', 'crox', 'sprt', 'vrtx', 'klac']"
116,2021-08-20,13:02:52,stockbeep,"#Stocks with new all time/52 week highs  $M $MSFT $CSCO $AMCR $KR $EXC $JNJ $SO $BBWI $UNH   Sort results by Time, Chg, %, Vol and more. #trading #fintwit  https://t.co/CnY5RWeGyu","['stocks', 'trading', 'fintwit']","['m', 'msft', 'csco', 'amcr', 'kr', 'exc', 'jnj', 'so', 'bbwi', 'unh']"
117,2021-08-20,13:02:10,utradinghunter,🎣🎣 JNJ Call $JNJ #JNJ  🐟🐠  https://t.co/HYakdtLsGS,['jnj'],['jnj']
118,2021-08-20,13:01:28,utradinghunter,🎣🎣 JNJ Call $JNJ #JNJ  🐟🐠  https://t.co/eqjyxiWFhe,['jnj'],['jnj']
119,2021-08-20,12:57:53,planert41,$JNJ still chugging new ATH,[],['jnj']
120,2021-08-20,12:55:20,div_godfather,Favorite stock(s) in each category:  Dividend: $JNJ or $VZ Growth: $NIO or $DKNG ETF: $VTI   What are yours? 👇🏼,[],"['jnj', 'vz', 'nio', 'dkng', 'vti']"
121,2021-08-20,12:54:03,aftalerts,"TICKER: $JNJ SIZE: 80,000 PRICE: $179.31 TIME: 15:52:47 AMOUNT: $14,344,800",[],['jnj']
122,2021-08-20,12:53:37,dividendencheck,Es bleibt unberechenbar..  $JNJ mit Alltimehigh 🥴,[],['jnj']
123,2021-08-20,12:50:20,pirate_king_ace,$JNJ big volume @ 12:32:16 all deep itm calls. $150 9-17 3.2m  $160c 10-15 8m $170c 9-17 10m $175c 8 - 27 2m,[],['jnj']
124,2021-08-20,12:45:54,newsfilterio,Johnson &amp; Johnson sets a 52-week high after announcing leadership transition $JNJ $PFE $MRK  https://t.co/nD4gIjgQ6t,[],"['jnj', 'pfe', 'mrk']"
125,2021-08-20,12:44:04,star_usstock,しかしコロナワクチンの中で $JNJ ワクチンだけ空気じゃないですか？打った人もほとんど聞かないし、接種者のその後のデータもよく分からない。アメリカで認可されているのに推薦もされないし、EUでは副作用で使用不可状態。 ブースター議論からも取り残され、血栓ができるリスクだけ知られている😢  https://t.co/4A0OsvRzbY,[],['jnj']
