,date,time,username,tweet,hashtags,cashtags
124,2021-08-20,20:04:20,stevethomashunt,@Paola77409743 @matth2941 @fundstrat @fs_insight @CNBC jeez 600k?  so sorry!  i sold at 205 but pissed that i sold my $goog stock to buy $oih.  never trust charlatans on @CNBCFastMoney @CNBC @ScottWapnerCNBC,[],"['goog', 'oih']"
125,2021-08-20,20:00:05,gafambot,【GAFAM】 📱 $GOOG 2768.74 (+1.11%) 🛒 $AMZN 3199.95 (+0.38%) 📘 $FB 359.37 (+1.20%) 🍎 $AAPL 148.19 (+1.02%) 🖥 $MSFT 304.36 (+2.56%)  2021-08-21 12:00,[],"['goog', 'amzn', 'fb', 'aapl', 'msft']"
126,2021-08-20,19:54:20,grahm_larry,WALLSTREETBETS:  1K TO 100K Challenge In Only 15 Trades or Less Starts 8/23 (The 1st Stock Pick) CARA  https://t.co/zFYOyvqWwh $VPRX $NAOV $ALF $CARA $GLG $AMC $DAL $AAL $LUV $VA $ALK $CCL $RCL $MSFT $GOOG $GOOGL $WEN $JACK $TACO $BKW $MCD $COKE $PEP $KO $ZOM $ZNGA $WMT $PPTA $PG,[],"['vprx', 'naov', 'alf', 'cara', 'glg', 'amc', 'dal', 'aal', 'luv', 'va', 'alk', 'ccl', 'rcl', 'msft', 'goog', 'googl', 'wen', 'jack', 'taco', 'bkw', 'mcd', 'coke', 'pep', 'ko', 'zom', 'znga', 'wmt', 'ppta', 'pg']"
127,2021-08-20,19:49:35,grahm_larry,WALLSTREETBETS:  1K TO 100K Challenge In Only 15 Trades or Less Starts 8/23 (The 1st Stock Pick) CARA  https://t.co/zFYOyvqWwh $AEHL $XNET $NCTY $FTFT $LGHL $HOFV $OCG $JFIN $TKAT $DAL $AAL $LUV $VA $ALK $CCL $RCL $NCLH $MSFT $GOOG $GOOGL $T $TMUS $S $PINS $BODY $WWE $BABA $ARK,[],"['aehl', 'xnet', 'ncty', 'ftft', 'lghl', 'hofv', 'ocg', 'jfin', 'tkat', 'dal', 'aal', 'luv', 'va', 'alk', 'ccl', 'rcl', 'nclh', 'msft', 'goog', 'googl', 't', 'tmus', 's', 'pins', 'body', 'wwe', 'baba', 'ark']"
128,2021-08-20,19:35:08,earningsflyinc,Top 15 Artificial Intelligence stocks with market cap over 1 billion in 60 days.   👉  https://t.co/9DknM3eL58  $UPST $NVDA $MSFT $DT $GOOG $LPSN $CRM $TSLA $FB $CRWD $TWLO $AMZN $PRO $HCAT $INTC  🚀🚀🚀🚀🚀  https://t.co/9Awvp2uDtL,[],"['upst', 'nvda', 'msft', 'dt', 'goog', 'lpsn', 'crm', 'tsla', 'fb', 'crwd', 'twlo', 'amzn', 'pro', 'hcat', 'intc']"
129,2021-08-20,19:34:30,nohedgetrader,@mukund I honestly did not know $snap was still around. $goog is the best in class,[],"['snap', 'goog']"
130,2021-08-20,19:33:34,simonch26478468,"@JC_finance The second run to the upside will start soon: this time it will be more steady, a lot slower, but multi-year run, like $AMZN and $GOOG in the past, a year after it was profitable 😉",[],"['amzn', 'goog']"
131,2021-08-20,19:30:07,earningsflyinc,Top 15 Artificial Intelligence stocks with market cap over 1 billion in 5 days.   👉  https://t.co/JkeqfGdrjq  $DAO $MSFT $NVDA $CRM $GH $GOOG $FB $LPSN $DT $CRWD $INTC $AMZN $UPST $HCAT $TSLA  🚀🚀🚀🚀🚀  https://t.co/VNhLVR7hyS,[],"['dao', 'msft', 'nvda', 'crm', 'gh', 'goog', 'fb', 'lpsn', 'dt', 'crwd', 'intc', 'amzn', 'upst', 'hcat', 'tsla']"
132,2021-08-20,19:25:09,earningsflyinc,Top 15 Artificial Intelligence stocks with market cap over 1 billion today.   👉  https://t.co/TWLo1Y2CfZ  $NVDA $DAO $GH $MSFT $LPSN $AI $CRWD $CRM $FB $GOOG $TSLA $UPST $HCAT $DT $AMZN  🚀🚀🚀🚀🚀  https://t.co/b2J7XD6XyQ,[],"['nvda', 'dao', 'gh', 'msft', 'lpsn', 'ai', 'crwd', 'crm', 'fb', 'goog', 'tsla', 'upst', 'hcat', 'dt', 'amzn']"
133,2021-08-20,19:20:56,newsfilterio,Amazon Seeks To Drum Up Support From Its Sellers To Fight US Antitrust Bills $AMZN $FB $GOOG $GOOGL  https://t.co/PFo9BNG7hn,[],"['amzn', 'fb', 'goog', 'googl']"
134,2021-08-20,18:55:04,prasant56069147,"$goog    Best Chatroom , I've made over $264K  By their alert.....         https://t.co/Bsmzbyk6B2",[],['goog']
135,2021-08-20,18:37:12,rationalanalyst,Not much for profits!  Why Snowflake Stock Is Melting @themotleyfool #stocks $SNOW $GOOGL $GOOG @RichSmithFool  https://t.co/k9hF8FHM56,['stocks'],"['snow', 'googl', 'goog']"
136,2021-08-20,18:29:22,sean_khatibi,"Companies w Unsustainable business models &amp; incompetent management shouldn’t be publicly traded. One can’t blame all these short sellers for targeting these stocks, instead we should blame those pumping them to retail. Value investing is the only path forward $AAPL $GOOG $TSLA",[],"['aapl', 'goog', 'tsla']"
137,2021-08-20,18:20:22,oggiasia,20Aug 短期口座PF GAFAM $AAPL $GOOG $FB $MSFT 成長 $ADBE $CRWD $DOCU $OKTA $SQ $VEEV $ZM $ZS 半導 $AMD $NVDA IPO $AGC $ASTR $MQ $NSH $SFTW $VACQ 医療 $BIIB $BMY $GILD $RPRX リ充 $CCL $HA $NCLH $RCL  他 $VTI $WFC $WMT 新買 $ABNB $DOCS $MCW $REGN  売却 $BNTX $MRNA $NVAX $TQQQ (続く),[],"['aapl', 'goog', 'fb', 'msft', 'adbe', 'crwd', 'docu', 'okta', 'sq', 'veev', 'zm', 'zs', 'amd', 'nvda', 'agc', 'astr', 'mq', 'nsh', 'sftw', 'vacq', 'biib', 'bmy', 'gild', 'rprx', 'ccl', 'ha', 'nclh', 'rcl', 'vti', 'wfc', 'wmt', 'abnb', 'docs', 'mcw', 'regn', 'bntx', 'mrna', 'nvax', 'tqqq']"
138,2021-08-20,18:06:00,aaronmartinfc,"Agree #healthcareishard is a factor in Google failing 2X. It's also about big tech becoming so complex with so many dependencies - harder to get hard things done. Friends leaving for startups at $MSFT, $GOOG, $AMZN, etc across verticals saying this.    https://t.co/nm1pMa3hiu",['healthcareishard'],"['msft', 'goog', 'amzn']"
139,2021-08-20,17:58:31,smartoptionsai,"SmartOptions® Unusual Activity Alert (Delayed)  $GOOG $3,400 Calls 01/20/2023 Exp  Trade Volume: 200 Contracts  $2,860,000 was traded now.  Current Stock Price: $2757.66  Trade Type: Block  Follow the Money &amp; Trade Options with Our SmartOptions® Ai.  https://t.co/bIuaDk4J16",[],['goog']
140,2021-08-20,17:50:39,roberee,$AAPL $GOOG $MSFT …and then there were three …so much winning it’s hard to think of anything but winning more,[],"['aapl', 'goog', 'msft']"
141,2021-08-20,17:35:35,taocapmktmodel,"Last-close results: $SPY Big-Drop signal is about to over, $SPY is Bullish, bolded, confidence 72.8%;  Stock pick: $GOOG, $BLK, $NOK, $DEO, $BX, $ADBE, $TROW, $EFX, Daily #market prediction and #stock pick @TaoCapMktModel.  https://t.co/dxGlbubce9","['market', 'stock']","['spy', 'spy', 'goog', 'blk', 'nok', 'deo', 'bx', 'adbe', 'trow', 'efx']"
142,2021-08-20,17:35:10,taocapmktmodel,"Last-close results: $SPY Big-Drop signal is about to over, $SPY is Bullish, bolded, confidence 72.8%;  Stock pick: $GOOG, $BLK, $NOK, $DEO, $BX, $ADBE, $TROW, $EFX, Daily #market prediction and #stock pick @TaoCapMktModel.  https://t.co/bqebdXVLpm","['market', 'stock']","['spy', 'spy', 'goog', 'blk', 'nok', 'deo', 'bx', 'adbe', 'trow', 'efx']"
143,2021-08-20,17:29:26,calistoker123,@tpsojda @EpicGames $GOOG maybe because of Stadia however they stopped developing inhouse games w/ Stadia.   I could see $AMZN doing it for some synergy with twitch?  $AAPL is likely working on their own metaverse hardware+OS+app store + dev tools. Its right in their wheelhouse of talent/experience,[],"['goog', 'amzn', 'aapl']"
144,2021-08-20,17:29:05,kwmcrbs6q9rhkal,"全面高🤗  投資額：6,500,000円 評価額：7,380,633円 損益額：+880,633円 損益率：＋13.54%⤴️🤗  $NVDA +27.59%⤴️🚀🤗 $SPXL +16.12%⤴️😊 $ZM ▲2.49%⤴️ $GOOG +12.5%⤴️ $MSFT +19.77%⤴️😊 $CRWD +9.03%⤴️ $U +22.25%⤴️🚀🤗 $RPRX +6.80⤴️ $OKTA  ▲0.07%⤴️ $CCL ▲3.98%⤴️",[],"['nvda', 'spxl', 'zm', 'goog', 'msft', 'crwd', 'u', 'rprx', 'okta', 'ccl']"
145,2021-08-20,17:11:50,mikeyanlam,"@livongo founder @GlenTullman is joining the heated ""big tech in healthcare"" discussion!   $tdoc $goog $amzn $aapl",[],"['tdoc', 'goog', 'amzn', 'aapl']"
146,2021-08-20,17:05:52,imbobbelcher,90% of traders (including myself) this past week.   $SPY $SPX $AAPL $GOOG $TSLA $IWM $QQQ $AMC $GME $HOOD $SOS $AMZN $MSFT $FB $NVDA $JPM $JNJ $NEE $ORCL $QCOM $MDT $TXN $MCD $MRK $CVX $COST $AVGO $DHR $T $WMT $ABBV $ACN $WFC $PEP $TMO $LLY $ABT $CHWY $AMD  #webull #DayTrading  https://t.co/ox5z5Gqjrc,"['webull', 'daytrading']","['spy', 'spx', 'aapl', 'goog', 'tsla', 'iwm', 'qqq', 'amc', 'gme', 'hood', 'sos', 'amzn', 'msft', 'fb', 'nvda', 'jpm', 'jnj', 'nee', 'orcl', 'qcom', 'mdt', 'txn', 'mcd', 'mrk', 'cvx', 'cost', 'avgo', 'dhr', 't', 'wmt', 'abbv', 'acn', 'wfc', 'pep', 'tmo', 'lly', 'abt', 'chwy', 'amd']"
147,2021-08-20,17:01:04,briefcase_s,"@AtlasAlphaTrade If $MSFT &amp; $GOOG can keep going up 15% every 3-weeks &amp; $AAPL &amp; $AMZN just stay flat, the other 501 stocks can go to zero. Problem solved.",[],"['msft', 'goog', 'aapl', 'amzn']"
148,2021-08-20,17:00:50,mytwetchfeed,$BSV is #BigTech  $goog $aapl $msft $amzn $fb $tsla $pltr $twtr $nflx $ebay $fvrr  #bsv is #bitcoin  https://t.co/YAzOGwsnh8,"['bigtech', 'bsv', 'bitcoin']","['bsv', 'goog', 'aapl', 'msft', 'amzn', 'fb', 'tsla', 'pltr', 'twtr', 'nflx', 'ebay', 'fvrr']"
149,2021-08-20,16:57:40,oattigui,$AAPL $AMZN $GOOGL $GOOG $MSFT   WHICH ONE OF THESE COULD APPLE OR ANY OF THE BIG TECH BUY FOR THEIR CAR PROJECT PLEASE VOTE   https://t.co/9Qdu3aV8mp,[],"['aapl', 'amzn', 'googl', 'goog', 'msft']"
150,2021-08-20,16:51:55,otmcalloptions,"@karenfinerman @GuyAdami @RiskReversal @jimcramer What's the better buy at current levels? $GOOG (Basically at ATH but still cheap compared to the market) or $AMZN (-18% off ATH, didn't participate in today's everything-rally)? Thanks guys.",[],"['goog', 'amzn']"
151,2021-08-20,16:43:36,otmcalloptions,"@petenajarian @jonnajarian @CarterBWorth @Michael_Khouw @OptionsPlay Would You Rather: $GOOG 1/2022 $2800C @ $16200, or $AMZN 01/2022 $3200C @ $21600? I considered using spreads but I want to take advantage of the full IV swell going into November Earnings. Help? Thanks guys.",[],"['goog', 'amzn']"
152,2021-08-20,16:36:16,nobsinvestingtw,"@FakeSaykho Let's use $1,000,000 as a nice round number and 30 years.  $1,000,000 conservatively compounded 10% annually in growth stocks ($AMZN, $GOOG, $FB) is $17,000,000 or a 17x ROI.  The beauty of this strategy is that it requires little investment of time or energy.",[],"['goog', 'fb']"
153,2021-08-20,16:27:53,ychano5,"8/21 保有株 個別: $BNTX $GOOG $NVAX $NVDA  $SQ $TSLA  ETF:  $VTI $SPXL NISA: eMAXIS Slim 米国株(S&amp;P500) 合計: 5,670,700円  国内株は売却  一度銀行に戻ってます その分で今月600万までまた入金予定 $BNTX $NVAX まだワクチン必要でしょ  https://t.co/i5oGBbklmC",[],"['bntx', 'goog', 'nvax', 'nvda', 'sq', 'tsla', 'vti', 'spxl', 'bntx', 'nvax']"
154,2021-08-20,16:26:22,inv_exigente,➡️ $AAPL y $GOOG ... misma correción... misma subida... tiempos distintos. ➡️ $MSFT otra con un muy buen comportamiento desde enero... era la más rezagada junto con google.  El comportamiento de las grandes tech se acaba igualando... la diferencia son los tiempos.  @Mr_Drone,[],"['aapl', 'goog', 'msft']"
155,2021-08-20,16:20:36,greatstockmark1,3 Week Tight pattern  $WDAY $GOOG $FB $CLOU $DECK $TROW $LKQ $BX $EXR $LSI $ASML $FAF $SUI $REXR $HUBS $CSOD $STAG $EXPD $ARE $YUM $SPGI $SYNH $INFO  #stocks #stockToWatch #study #stockscreener,"['stocks', 'stocktowatch', 'study', 'stockscreener']","['wday', 'goog', 'fb', 'clou', 'deck', 'trow', 'lkq', 'bx', 'exr', 'lsi', 'asml', 'faf', 'sui', 'rexr', 'hubs', 'csod', 'stag', 'expd', 'are', 'yum', 'spgi', 'synh', 'info']"
156,2021-08-20,16:16:03,solvealways,@BrianFeroldi $GOOG? Regional utilities?,[],['goog']
157,2021-08-20,16:11:25,tradinglounge,SP500 Nasdaq Russell 2000 $AMZN $GOOG $AAPL $FB $TSLA $SQ Technical Analysis Elliott Wave Trading $sp $es $spx $ndx $rut $bac $gs $dxy  https://t.co/yiCOczb64h via @YouTube,[],"['amzn', 'goog', 'aapl', 'fb', 'tsla', 'sq', 'sp', 'es', 'spx', 'ndx', 'rut', 'bac', 'gs', 'dxy']"
158,2021-08-20,16:00:03,gafambot,【GAFAM】 📱 $GOOG 2768.74 (+1.11%) 🛒 $AMZN 3199.95 (+0.38%) 📘 $FB 359.37 (+1.20%) 🍎 $AAPL 148.19 (+1.02%) 🖥 $MSFT 304.36 (+2.56%)  2021-08-21 08:00,[],"['goog', 'amzn', 'fb', 'aapl', 'msft']"
159,2021-08-20,15:50:03,davidpr888,$BTCM SMART MONEY LOADING &amp; NO SHARES LEFT TO SHORT! 13D - 35 MILLION SHARES   $SPY  $djia $qqq $aapl $goog $logi $atvi $cgc $apha $tlry $btc $bitc $shop $nvda $wmt $bntc $msft $jd $gbtc $gld $spce $baba $nio $tsla $btc.x $enph $mara $bidu  https://t.co/driyF0PJPA,[],"['btcm', 'spy', 'djia', 'qqq', 'aapl', 'goog', 'logi', 'atvi', 'cgc', 'apha', 'tlry', 'btc', 'bitc', 'shop', 'nvda', 'wmt', 'bntc', 'msft', 'jd', 'gbtc', 'gld', 'spce', 'baba', 'nio', 'tsla', 'btc.x', 'enph', 'mara', 'bidu']"
160,2021-08-20,15:46:17,grahm_larry,WALLSTREETBETS Rundown: Monday Expectations (CASI Stock/BTBT Stock/AMC stock/IMV Stock/CARA Stock)  https://t.co/DKoz35Ux9M $VPRX $NAOV $ALF $CARA $GLG $AMC $DAL $AAL $LUV $VA $ALK $CCL $RCL $MSFT $GOOG $GOOGL $WEN $JACK $TACO $BKW $MCD $COKE $PEP $KO,[],"['vprx', 'naov', 'alf', 'cara', 'glg', 'amc', 'dal', 'aal', 'luv', 'va', 'alk', 'ccl', 'rcl', 'msft', 'goog', 'googl', 'wen', 'jack', 'taco', 'bkw', 'mcd', 'coke', 'pep', 'ko']"
161,2021-08-20,15:33:04,stckpro,$GOOG $GOOGL $NVDA NEW ARTICLE : Why These 2 Tech Stock Giants Made Very Different Moves Friday  https://t.co/RrUylUXYuo Get all the latest $GOOG related news here :  https://t.co/cboaNl2bcm  https://t.co/W8IxzmLRAO,[],"['goog', 'googl', 'nvda', 'goog']"
162,2021-08-20,15:29:47,musicnews360,#musicnews360 #biden #trump #hiphop #hiphopmusic #rap #rapmusic #trap #trapmusic #WSHH #flintmichigan #detroit #lansing #grandrapids #michigan $AAPL $AMZN $FB $GME $GOOG $SQQQ $TSLA #LETSGOCHAMP @TheCannonBriggs    https://t.co/zQIq3A0Pau  https://t.co/9Sqpm1A28z,"['musicnews360', 'biden', 'trump', 'hiphop', 'hiphopmusic', 'rap', 'rapmusic', 'trap', 'trapmusic', 'wshh', 'flintmichigan', 'detroit', 'lansing', 'grandrapids', 'michigan', 'letsgochamp']","['aapl', 'amzn', 'fb', 'gme', 'goog', 'sqqq', 'tsla']"
163,2021-08-20,15:24:58,mparekh,Bigger fish in a Big pond. $MSFT $AAPL $AMZN $GOOG $FB  https://t.co/c4KDhOQjBE,[],"['msft', 'aapl', 'amzn', 'goog', 'fb']"
164,2021-08-20,15:18:56,newsfilterio,"Russia Seeks Removal Of Alexei Navalny's App From Apple, Google App Stores $GOOG $GOOGL $AAPL $TWTR $FB  https://t.co/M6eICYpiJ5",[],"['goog', 'googl', 'aapl', 'twtr', 'fb']"
165,2021-08-20,15:16:59,tatikawa_tiwawa,8月16日～8月20日 FFJさんとうとう含み損です！！ もう少し下がったら買い増ししよう☺️ 米国株は一週間前と変動あまりないです #株　#株初心者　#株記録　#株式投資  #米国株　#日本株　#長期投資　#FFJ $AAPL $GOOG $VTI #含み損  https://t.co/hNu926Y0uv,"['株', '株初心者', '株記録', '株式投資', '米国株', '日本株', '長期投資', 'ffj', '含み損']","['aapl', 'goog', 'vti']"
166,2021-08-20,15:10:48,stonksrus,#stonksteam Friday Night  Hurricane Henri is on its way!!!!!!  WHOAAAAAAAAAAAAAA!!!!!!!  $gs $bac $dxy $amzn $goog $googl $aapl $msft $sq $pypl $tsla #eth #btc #usdollar $arkk $pltr $qqq $spy $ndx  Here is a great Van Morrison song.   https://t.co/GAle4koNOK,"['stonksteam', 'eth', 'btc', 'usdollar']","['gs', 'bac', 'dxy', 'amzn', 'goog', 'googl', 'aapl', 'msft', 'sq', 'pypl', 'tsla', 'arkk', 'pltr', 'qqq', 'spy', 'ndx']"
167,2021-08-20,15:02:34,mickeymgafny,"@carlquintanilla #Windows over browser is a device game changer (#Chromebook and #macOS device penetration) $MSFT can NOT build #Azure fast enough, so it raises prices to hold up demand #office365 Increasing the device #TAM in the revenue equation is a huge additional multiple $GOOG $AAPL","['windows', 'chromebook', 'macos', 'azure', 'office365', 'tam']","['msft', 'goog', 'aapl']"
168,2021-08-20,15:02:31,nikonaoto,$CRWD  欲しかったで $GOOG 売りました。 良かったのか。。たぶん良くない。笑,[],"['crwd', 'goog']"
169,2021-08-20,15:01:46,hide48609613,保有株(8/21） $ZM $OKTA $CRWD $ZS $DOCU $AI $MSFT $GOOG $VTRS $RPRX $COST $LIN $WFC $AAPL $BA $F $HMHC $DOOR $SNAP $UPST $ZI $U $AMBP $HLMN $DOCS $GLBE $MNDY $DLO $PLTR $U  少額 $NVDA $NUE $ROKU $JET2.L $HWDN.L $AMZN $TASK $BMY $WMT $UNP  ETF $QQQ 楽天・全米株式 $VTI,[],"['zm', 'okta', 'crwd', 'zs', 'docu', 'ai', 'msft', 'goog', 'vtrs', 'rprx', 'cost', 'lin', 'wfc', 'aapl', 'ba', 'f', 'hmhc', 'door', 'snap', 'upst', 'zi', 'u', 'ambp', 'hlmn', 'docs', 'glbe', 'mndy', 'dlo', 'pltr', 'u', 'nvda', 'nue', 'roku', 'hwdn.l', 'amzn', 'task', 'bmy', 'wmt', 'unp', 'qqq', 'vti']"
170,2021-08-20,14:58:54,newsfilterio,"How Is Apple Pitting Siri Against Google Assistant, Alexa? $AAPL $GOOG $GOOGL $AMZN  https://t.co/6z5I23cTuE",[],"['aapl', 'goog', 'googl', 'amzn']"
171,2021-08-20,14:53:44,mr_drone,Cuando lo correlativo no es tan correlativo : mitos  Rendimientos en el año FAANMG $FB + 31.5% $AAPL + 11.7% $AMZN - 1.8% $NFLX + 1% $MSFT + 37% $GOOG + 58%,[],"['fb', 'aapl', 'amzn', 'nflx', 'msft', 'goog']"
172,2021-08-20,14:52:59,tko_stock,・今週の個別株  $DOCU 逆指値で売り、入り直し+ $MSFT $AAPL $DHR 買い増し ・各株状況 $MSFT $DHR 絶好調🚀 $GOOG $AAPL 最高値圏😊 $RPRX 堅調😉 $CRWD $DOCU $ASTR $CCL 我慢の時😅 メインの $MSFT 強い😲おかげで安定してます👍️,[],"['docu', 'msft', 'aapl', 'dhr', 'msft', 'dhr', 'goog', 'aapl', 'rprx', 'crwd', 'docu', 'astr', 'ccl', 'msft']"
173,2021-08-20,14:45:36,rp66tqwtoraznd6,このまま抜けば上昇トレンド入ってくれそうにも見えますね🥺 ってまぁ、そんなことよりこんな出来高じゃダメでしょ…😭はよ…💎✋🦍 $GOOG 出来高減での上昇📈戻しましたね✨DMIの+が-抜きそうな感じなのでこのままクロスして欲しいですね👍そろそろ上がっていかないと遅行スパンと実線が触れてしまう  https://t.co/jsHbROSouJ,[],['goog']
174,2021-08-20,14:45:27,rp66tqwtoraznd6,おはようございます☀️  米10年債金利 +1.05%📈 ダウ +0.65%📈 NQ +1.19%📈 ﾗｯｾﾙ +1.56%📈 S&amp;P500 +0.81%📈 BTC/円 +4.34%📈 ETH/円 +2.94%📈  myPF +2.94%📈 週 +3.29% 月 +7.78% 1月 +20.1%  売 無 買 $VTI 228  📈 $MARA +10.85%🚀 $DAC +2.52% $AMC +1.74% $GOOG +1.11%  📉 $RWLK -3.1%,[],"['vti', 'mara', 'dac', 'amc', 'goog', 'rwlk']"
175,2021-08-20,14:41:55,newsfilterio,Fortnite Maker Epic Games-Google Battle Gets Murkier With Latest Revelations $GOOG $GOOGL $ATVI $AAPL  https://t.co/N7WmQbuiS6,[],"['goog', 'googl', 'atvi', 'aapl']"
176,2021-08-20,14:17:41,atfinanzascom,Nueva posición alcista en valor del NASDAQ100: $GOOG  https://t.co/XTNteMoczs  https://t.co/LyUnrPWVye,[],['goog']
177,2021-08-20,14:08:41,atfinanzascom,Nueva posición alcista en valor del SP100: $GOOG  https://t.co/XTNteMoczs  https://t.co/cCuU8ehxu1,[],['goog']
